session_id,target
1,0.0006165107403898794
2,3.662504833373351e-06
3,5.6046835354057804e-06
4,1.3051004769870934e-05
5,0.0006533559010135065
6,0.00013542229540840833
7,0.004029865762195455
8,0.00525093797991802
9,0.00029064528448584826
10,0.0056041587250000545
11,0.00043384014451261255
12,3.521202296840652e-05
13,0.00018838796771602153
14,0.0246113508429716
15,0.0028159880416733438
16,0.00043597145211522807
17,0.03683159894757641
18,4.244310658997254e-05
19,0.002288142282525722
20,3.182125388145272e-06
21,0.0658424855722481
22,0.0003636022254354593
23,0.0010303490697591735
24,0.028814251535063264
25,0.08980317910747403
26,0.00021400118589689194
27,0.0003958350177438064
28,1.0519014827010497e-05
29,0.03749566091281431
30,0.0035472951969591415
31,0.04300627957123209
32,0.03420004651730658
33,0.0001688978117680649
34,0.00011486044706346351
35,0.007045549408433924
36,0.0010199496572384883
37,1.965807609669436e-06
38,5.751899923474681e-06
39,0.0009650324161836475
40,2.481838613820337e-05
41,0.004111847925836217
42,0.008829080124683615
43,0.000654299370976761
44,0.0007000562059030123
45,0.04704109398381267
46,0.000630835472464414
47,0.0005196306153980688
48,0.00018302245497853832
49,0.0009366655353809964
50,4.0445596936538235e-05
51,2.6053449380972576e-06
52,0.0006435816372345342
53,0.03882742659272499
54,0.00207744332428587
55,0.0038495880700301424
56,0.03868590852531868
57,1.5825916643139758e-05
58,6.574095426676392e-05
59,3.0468614023573367e-05
60,7.15394984821195e-06
61,3.6142096923468756e-05
62,0.0004697392827339484
63,4.273646996511023e-05
64,0.004217356967173415
65,1.5958992091279163e-05
66,8.664219124115178e-06
67,0.0006846716162716186
68,0.003595705941338486
69,0.10333874392611415
70,8.959083215252117e-05
71,0.002895626857748256
72,0.0007383963481809538
73,0.30220677428847326
74,8.881863246830897e-05
75,0.0006020343921281634
76,0.005458880516668612
77,0.003257771719530544
78,0.008002759834832045
79,0.000704325274464992
80,1.5404510489244955e-05
81,3.773533595787734e-05
82,0.003590686359957413
83,1.848144956623709e-05
84,0.6640754121360894
85,0.0006407218938760446
86,8.45245523153132e-06
87,0.009375399822215219
88,0.0017648223880846786
89,0.0034756910376430128
90,0.07866558551597366
91,8.32047051067247e-05
92,1.361528250233398e-05
93,0.058123785697859434
94,0.00033613370428497476
95,0.15744482127952558
96,4.540499979388867e-06
97,0.004974643893960495
98,6.121445340574078e-05
99,8.313125755420863e-05
100,0.0005318735186791212
101,7.694019922917253e-05
102,0.20536317510826663
103,0.00040890031133113824
104,0.0008892792107511361
105,0.0005173168596940383
106,0.00016320245712313084
107,0.023417699014132022
108,0.0006318104794271821
109,2.9692067443452393e-05
110,5.290474260431811e-05
111,0.002609436508380497
112,6.400005412503334e-06
113,0.0008602928926032853
114,1.404178802383193e-05
115,0.0002283434167223776
116,0.00010004083588546315
117,0.0004779186429712934
118,0.009718918730855286
119,0.00024249332426903468
120,0.0022548797453847283
121,4.360168229834518e-05
122,7.645481841533412e-05
123,0.00010251341363676362
124,0.0005759422357980813
125,0.0025610848660992604
